HAS_DATA;PREFIXO;EMPRESA;HAS_QTD_LITROS;Tratando_Recalcula;Verifica_QTD_LITROS;HAS_ENCERRANTE_DEPOIS;HAS_ENCERRANTE_ANTES;Recalcula_QTD_LITROS;TANQUE;TER_DATA_ULTIMA_COMUNIC;TER_CODIGO;TER_IDENTIFICACAO_EMPRESA;BOM_CODIGO;CAR_CODIGO_ABASTECEDOR;VEI_CODIGO;VEI_OBSERVACAO;USU_CODIGO;HAS_ODOMETRO;KM_ANT;KM_PERCO
30/01/2025;0063355;27;131;0;ERRO;null;null;null;600;03/07/2025 08:00;110;4;62;4124;2081;ENZ-9209;110;509191;508984;207
30/01/2025;0063341;27;147;48;ERRO;6898606;6898558;48;600;03/07/2025 08:00;110;4;62;4124;2047;FZF-1844;110;522463;522463;0
30/01/2025;0063183;21;190;0;ERRO;null;null;null;500;03/07/2025 07:59;2;3;27;4124;1787;GIW-6030;110;515091;514807;284
30/01/2025;0063628;21;163;101;ERRO;25284358;25284257;101;500;03/07/2025 08:00;3;2;8;null;2466;FRO-0016;null;271447;271211;236
30/01/2025;0064391;21;157;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2751;2220;EZZ-0948;112;369471;369219;252
30/01/2025;0064400;21;163;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2751;2234;EPA-3284;112;363807;363542;265
30/01/2025;0063663;21;139;102;ERRO;18561494;18561392;102;500;03/07/2025 07:59;2;3;29;null;2550;GHN-8B56;null;213995;213777;218
30/01/2025;0063551;21;99;30;ERRO;29131367;29131338;30;500;03/07/2025 08:00;1;1;31;null;2758;STB-0C03;null;64123;64123;0
;;;;;;;;;;;;;;;;;;;;
31/01/2025;0006301;21;350;0;ERRO;null;null;null;275;03/07/2025 08:00;3;2;52;4114;974;EZL-0212;81;228210;229210;-1000
31/01/2025;0063007;21;265;203;ERRO;25291306;25291103;203;500;03/07/2025 08:00;3;2;8;null;640;FCI-2378;null;763785;763705;80
31/01/2025;0063587;21;126;0;ERRO;null;null;null;250;03/07/2025 07:59;2;3;28;4124;724;GIY-7C63;110;362614;362424;190
31/01/2025;0063598;27;206;166;ERRO;6900150;6899984;166;250;03/07/2025 08:00;110;4;62;null;735;GGJ-0133;null;388667;388408;259
31/01/2025;0064604;21;120;0;ERRO;null;null;null;600;03/07/2025 07:59;109;10;43;2751;741;GFU-8310;112;457134;456938;196
31/01/2025;0063027;21;78;29;ERRO;10543425;10543396;29;500;03/07/2025 08:00;1;1;51;null;56;FUD-5881;null;742409;742409;0
31/01/2025;0063217;27;125;90;ERRO;6900941;6900850;90;600;03/07/2025 08:00;110;4;62;null;1410;FFN-6696;null;731824;731625;199
31/01/2025;0063049;21;172;58;ERRO;25290784;25290726;58;600;03/07/2025 08:00;3;2;8;null;1554;FRE-5174;null;721560;721560;0
31/01/2025;0063218;21;99;76;ERRO;14613046;14612971;76;600;03/07/2025 07:59;2;3;4;null;1384;FFN-6693;null;793878;793720;158
31/01/2025;0063244;21;203;156;ERRO;14614717;14614561;156;600;03/07/2025 07:59;2;3;4;null;1426;FJU-6812;null;672647;672369;278
31/01/2025;0063006;21;103;75;ERRO;20193829;20193754;75;600;03/07/2025 08:00;3;2;9;null;1526;FIM-3995;null;716368;716249;119
31/01/2025;0063013;21;132;71;ERRO;20198751;20198679;71;600;03/07/2025 08:00;3;2;9;null;1533;FDG-4755;null;757596;757349;247
31/01/2025;0064425;21;140;0;ERRO;null;null;null;600;03/07/2025 07:59;109;10;36;2751;1637;ENZ-9444;112;398706;398495;211
31/01/2025;0063065;21;260;171;ERRO;20193189;20193017;171;600;03/07/2025 08:00;3;2;9;null;1872;EFW-0083;null;654387;654098;289
31/01/2025;0063067;21;139;104;ERRO;25291103;25290999;104;600;03/07/2025 08:00;3;2;8;null;1874;FFN-3755;null;634785;634626;159
31/01/2025;0006303;21;331;0;ERRO;null;null;null;600;03/07/2025 08:00;3;2;52;null;2448;GED-6G65;null;114202;114202;0
31/01/2025;0064467;21;136;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2751;2424;EXV-1B28;112;266548;266360;188
31/01/2025;0064474;21;76;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2751;2431;BZF-9A18;112;257176;257063;113
31/01/2025;0063234;21;58;28;ERRO;18568969;18568942;28;600;03/07/2025 07:59;2;3;29;null;2132;FWL-4188;null;611300;611300;0
31/01/2025;0063075;21;174;125;ERRO;20194866;20194741;125;600;03/07/2025 08:00;3;2;9;null;1882;EFW-0087;null;599933;599733;200
31/01/2025;0064470;21;166;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;36;2751;2427;FPG-8I31;112;273006;272788;218
31/01/2025;0063663;27;173;112;ERRO;6901606;6901494;112;500;03/07/2025 08:00;110;4;62;null;2550;GHN-8B56;null;214152;213995;157
31/01/2025;0063287;21;0;72;ERRO;13796730;13796658;72;350;03/07/2025 07:59;2;3;28;4124;2784;null;110;362614;597150;-234536
01/02/2025;0000900;27;0;62;ERRO;2422947;2422885;62;300;03/07/2025 07:59;5;5;67;3618;410;KFI-9636;95;298980;298980;0
01/02/2025;0063002;21;251;177;ERRO;20201499;20201321;177;600;03/07/2025 08:00;3;2;9;null;1522;FIM-9883;null;752253;751964;289
01/02/2025;0063050;21;109;21;ERRO;26362014;26361993;21;600;03/07/2025 08:00;1;1;1;null;1556;FUQ-7098;null;730150;730150;0
01/02/2025;0063220;21;108;75;ERRO;14617422;14617346;75;600;03/07/2025 07:59;2;3;4;4124;1420;FFN-6690;110;681353;681180;173
01/02/2025;0063025;21;127;78;ERRO;26357819;26357741;78;600;03/07/2025 08:00;1;1;1;null;1545;FHN-7339;null;779868;779610;258
01/02/2025;0063025;21;143;58;ERRO;29142147;29142088;58;600;03/07/2025 08:00;1;1;31;null;1545;FHN-7339;null;779868;779868;0
01/02/2025;0002816;27;62;0;ERRO;null;null;null;300;03/07/2025 07:59;5;5;14;3618;1979;null;95;429726;429726;0
01/02/2025;0063061;21;198;132;ERRO;10546038;10545906;132;600;03/07/2025 08:00;1;1;51;null;1868;FFN-3524;null;681994;681756;238
01/02/2025;0063117;21;61;21;ERRO;29145644;29145623;21;600;03/07/2025 08:00;1;1;31;null;2106;FQX-8215;null;636418;636418;0
01/02/2025;0063558;21;52;30;ERRO;29145572;29145542;30;600;03/07/2025 08:00;1;1;31;null;2152;FBV-8579;null;67042;66972;70
01/02/2025;0002902;27;97;159;ERRO;18474919;18474760;159;300;03/07/2025 07:59;5;5;14;null;2186;null;null;301242;301054;188
01/02/2025;0006307;21;732;0;ERRO;null;null;null;800;03/07/2025 08:00;3;2;52;null;2278;FYS-1793;null;260291;260291;0
01/02/2025;0063100;21;111;49;ERRO;25300883;25300834;49;500;03/07/2025 08:00;3;2;8;null;2718;SVC-0B13;null;75517;75517;0
01/02/2025;0063555;21;223;160;ERRO;10546695;10546535;160;500;03/07/2025 08:00;1;1;51;null;2759;STA-0E94;null;68656;68305;351
02/02/2025;0063002;21;88;1;ERRO;26370168;26370167;1;600;03/07/2025 08:00;1;1;1;null;1522;FIM-9883;null;752722;752722;0
03/02/2025;0063008;21;190;0;ERRO;null;null;null;600;03/07/2025 08:00;1;1;31;4114;1528;FLW-9117;81;746687;746444;243
04/02/2025;0000900;27;0;101;ERRO;2438125;2438024;101;300;03/07/2025 07:59;5;5;67;1820;410;KFI-9636;101;298980;298980;0
04/02/2025;0064237;21;163;0;ERRO;null;null;null;600;03/07/2025 07:59;109;10;43;2456;1443;FCI-9360;58;648125;649723;-1598
04/02/2025;0064143;21;273;0;ERRO;null;null;null;300;03/07/2025 07:59;109;10;43;2456;1714;FMK-6554;58;610563;610205;358
04/02/2025;0064418;21;149;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;36;2456;2249;ETA-8761;58;395367;395145;222
04/02/2025;0064613;21;167;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;36;2456;2452;EKE-9F91;58;270388;270171;217
04/02/2025;0064624;21;166;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2456;2463;FRO-0012;58;232977;232756;221
04/02/2025;0064422;21;0;191;ERRO;3933045;3932855;191;500;03/07/2025 07:59;109;10;44;2456;2253;EZY-0189;58;42869;393700;-350831
04/02/2025;0064423;21;191;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;44;2456;2255;EEE-9560;58;412869;412644;225
05/02/2025;0064467;21;164;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2751;2424;EXV-1B28;112;267471;267245;226
05/02/2025;0064474;21;140;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;36;2751;2431;BZF-9A18;112;258170;257956;214
05/02/2025;0064415;21;151;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;36;2751;2246;ENZ-4613;112;408278;408078;200
05/02/2025;0064423;21;148;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2751;2255;EEE-9560;112;413095;412869;226
05/02/2025;0064618;21;181;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;36;2751;2457;BXD-1H24;112;335306;335028;278
05/02/2025;0064385;21;124;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;36;2751;2227;EXV-2411;112;379200;379005;195
05/02/2025;0064400;21;215;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2751;2234;EPA-3284;112;365211;364858;353
06/02/2025;0063601;21;147;0;ERRO;null;null;null;250;03/07/2025 07:59;2;3;29;4124;738;GBD-1D01;110;366287;366088;199
06/02/2025;0063187;21;153;0;ERRO;null;null;null;500;03/07/2025 08:00;3;2;52;4114;1794;FOL-2521;81;510953;510746;207
06/02/2025;0063478;21;121;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2751;2435;ELI-4B52;112;291836;291645;191
06/02/2025;0063373;21;168;0;ERRO;null;null;null;600;03/07/2025 08:00;3;2;52;4124;2208;EJX-0417;110;401821;401570;251
06/02/2025;0064423;21;150;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2751;2255;EEE-9560;112;413320;413095;225
07/02/2025;0063587;21;125;0;ERRO;null;null;null;250;03/07/2025 08:00;1;1;1;4114;724;GIY-7C63;81;364339;364152;187
07/02/2025;0063220;27;145;0;ERRO;null;null;null;600;03/07/2025 08:00;110;4;62;4124;1420;FFN-6690;110;682442;682213;229
07/02/2025;0063052;21;214;0;ERRO;null;null;null;600;03/07/2025 08:00;1;1;31;4114;1628;GBI-0350;81;654749;654487;262
07/02/2025;0063058;21;0;214;ERRO;29192753;29192539;214;600;03/07/2025 08:00;1;1;31;4114;1634;GBJ-1188;81;708931;708931;0
07/02/2025;0002820;27;89;0;ERRO;null;null;null;300;03/07/2025 07:59;5;5;67;1820;1983;null;101;434513;434513;0
07/02/2025;0063361;21;183;0;ERRO;null;null;null;600;03/07/2025 08:00;1;1;31;4114;2080;ENG-7173;81;521901;521656;245
07/02/2025;0064231;21;113;42;ERRO;22080690;22080648;42;600;03/07/2025 07:59;109;10;36;null;2129;FLK-1799;null;639712;639467;245
07/02/2025;0064317;21;131;0;ERRO;null;null;null;600;03/07/2025 07:59;109;10;36;2751;2042;FMY-3982;112;379589;379389;200
07/02/2025;0064623;21;189;22;ERRO;30035554;30035533;22;500;03/07/2025 07:59;109;10;43;null;2462;FOY-2B81;null;319637;319336;301
07/02/2025;0063632;21;135;0;ERRO;13809308;13809308;0;500;03/07/2025 07:59;2;3;28;4124;2471;FRO-0020;110;305431;305177;254
07/02/2025;0064459;21;161;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;36;2751;2416;GHK-4E96;112;179183;178985;198
07/02/2025;0064615;21;140;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2751;2454;FMY-6B14;112;263113;262910;203
07/02/2025;0064400;21;157;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2751;2234;EPA-3284;112;365712;365456;256
07/02/2025;0064472;21;142;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;36;2751;2429;EJU-4J21;112;327012;326798;214
07/02/2025;0002470;27;125;0;ERRO;null;null;null;400;03/07/2025 07:59;5;5;14;1820;2803;null;101;59299;59299;0
07/02/2025;0063652;21;130;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;36;2751;2528;DMI-7D57;112;221381;221153;228
07/02/2025;0063115;21;89;13;ERRO;26407889;26407876;13;600;03/07/2025 08:00;1;1;1;null;2606;null;null;137909;137909;0
07/02/2025;0064303;21;99;18;ERRO;30044274;30044255;18;400;03/07/2025 07:59;109;10;43;null;2596;null;null;125737;125561;176
08/02/2025;0063003;21;173;123;ERRO;26416363;26416240;123;600;03/07/2025 08:00;1;1;1;4114;1523;FGL-7061;81;817801;817602;199
08/02/2025;0063047;21;95;27;ERRO;26414754;26414727;27;600;03/07/2025 08:00;1;1;1;null;1552;FLW-8150;null;677402;677402;0
08/02/2025;0063041;21;92;50;ERRO;29203591;29203541;50;600;03/07/2025 08:00;1;1;31;null;1597;FJU-4787;null;692866;692778;88
08/02/2025;0063025;21;59;14;ERRO;25360769;25360756;14;600;03/07/2025 08:00;3;2;8;null;1545;FHN-7339;null;781311;781311;0
08/02/2025;0064422;21;150;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2751;2253;EZY-0189;112;394619;394391;228
08/02/2025;0063123;21;47;15;ERRO;20254949;20254934;15;500;03/07/2025 08:00;3;2;9;null;2446;FWY-6A50;null;585743;585743;0
08/02/2025;0064615;21;250;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2751;2454;FMY-6B14;112;263657;263323;334
08/02/2025;0064400;21;176;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2751;2234;EPA-3284;112;365984;365712;272
08/02/2025;0063111;21;110;46;ERRO;26414127;26414081;46;600;03/07/2025 08:00;1;1;1;null;2602;null;null;163184;163036;148
09/02/2025;0063585;21;236;156;ERRO;18618239;18618083;156;250;03/07/2025 07:59;2;3;29;null;722;GBU-4486;null;432651;432295;356
09/02/2025;0063223;27;213;161;ERRO;6943504;6943343;161;600;03/07/2025 08:00;110;4;62;null;1401;FNA-1248;null;706543;706202;341
09/02/2025;0063215;21;53;38;ERRO;29213724;29213685;38;600;03/07/2025 08:00;1;1;31;null;1383;FFN-6691;null;781730;781646;84
09/02/2025;0063330;21;41;13;ERRO;25365543;25365530;13;600;03/07/2025 08:00;3;2;8;null;2060;FPX-2457;null;462746;462736;10
09/02/2025;0063335;21;31;4;ERRO;21677451;21677448;4;600;03/07/2025 07:59;2;3;27;null;2065;GJC-7382;null;457920;457874;46
09/02/2025;0063117;21;102;36;ERRO;29216004;29215968;36;600;03/07/2025 08:00;1;1;31;null;2106;FQX-8215;null;638023;638023;0
09/02/2025;0063357;21;108;68;ERRO;25365374;25365306;68;600;03/07/2025 08:00;3;2;8;null;2085;ENU-9335;null;362659;362552;107
09/02/2025;0064264;21;146;57;ERRO;30062357;30062300;57;600;03/07/2025 07:59;109;10;43;2456;2307;GIE-7705;58;248660;248420;240
09/02/2025;0063537;21;0;172;ERRO;29213557;29213386;172;600;03/07/2025 08:00;1;1;31;2676;2402;null;60;332428;320257;12171
09/02/2025;0063639;21;165;112;ERRO;25365306;25365194;112;500;03/07/2025 08:00;3;2;8;null;2478;FRO-0027;null;300641;300464;177
09/02/2025;0064423;21;210;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2751;2255;EEE-9560;112;414370;414050;320
09/02/2025;0063381;21;174;125;ERRO;18617790;18617665;125;500;03/07/2025 07:59;2;3;29;null;2218;ELA-1734;null;392384;392109;275
09/02/2025;0063072;21;208;151;ERRO;25361512;25361361;151;600;03/07/2025 08:00;3;2;8;null;1879;EFW-0073;null;631017;630782;235
09/02/2025;0063279;21;192;128;ERRO;18617311;18617183;128;350;03/07/2025 07:59;2;3;29;null;2776;null;null;581575;581304;271
09/02/2025;0063286;21;32;25;ERRO;29213320;29213295;25;350;03/07/2025 08:00;1;1;31;null;2783;null;null;583381;583333;48
10/02/2025;0063216;21;163;122;ERRO;18619175;18619052;122;600;03/07/2025 07:59;2;3;29;4124;1396;FFN-6687;110;780643;780402;241
10/02/2025;0063269;27;147;0;ERRO;null;null;null;600;03/07/2025 08:00;110;4;63;4124;2309;GJT-5846;110;261484;261241;243
10/02/2025;0064624;21;170;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;36;2456;2463;FRO-0012;58;234260;234032;228
10/02/2025;0064470;21;272;225;ERRO;30067038;30066813;225;500;03/07/2025 07:59;109;10;43;null;2427;FPG-8I31;null;275181;274803;378
10/02/2025;0064486;21;140;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;36;2456;2443;FYZ-6C05;58;337903;337682;221
10/02/2025;0063103;21;90;0;ERRO;null;null;null;500;03/07/2025 08:00;1;1;31;4114;2720;SUP-6F67;81;79994;79993;1
10/02/2025;0063668;21;65;38;ERRO;26428584;26428546;38;500;03/07/2025 08:00;1;1;1;null;2555;GCI-3H26;null;245191;245082;109
10/02/2025;0063683;21;203;89;ERRO;22096044;22095954;89;400;03/07/2025 07:59;109;10;36;null;2585;null;null;158186;157869;317
11/02/2025;0063026;21;56;0;ERRO;null;null;null;600;03/07/2025 08:00;3;2;9;2676;1546;FCD-8098;60;757750;757750;0
11/02/2025;0063216;27;151;0;ERRO;null;null;null;600;03/07/2025 08:00;110;4;63;4124;1396;FFN-6687;110;781084;780831;253
11/02/2025;0063016;21;0;56;ERRO;20268693;20268637;56;600;03/07/2025 08:00;3;2;9;2676;1536;EMU-5857;60;757750;757692;58
11/02/2025;0064264;21;132;0;ERRO;null;null;null;600;03/07/2025 07:59;109;10;43;2456;2307;GIE-7705;58;249051;248834;217
11/02/2025;0064467;21;165;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2456;2424;EXV-1B28;58;269044;268815;229
11/02/2025;0064467;21;44;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2456;2424;EXV-1B28;58;268815;268754;61
11/02/2025;0064627;21;165;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;36;2456;2465;ELN-0G95;58;281617;281404;213
11/02/2025;0064620;21;165;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;36;2456;2459;FPD-6A93;58;248164;247944;220
11/02/2025;0064397;21;171;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;36;2456;2229;EOC-0440;58;385477;385246;231
11/02/2025;0064463;21;140;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2456;2420;GJL-9C77;58;302598;302375;223
11/02/2025;0064463;21;140;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2456;2420;GJL-9C77;58;302375;302375;0
11/02/2025;0002507;27;189;0;ERRO;null;null;null;550;03/07/2025 08:00;7;6;66;1802;2873;null;100;21058;21058;0
12/02/2025;0002929;27;0;94;ERRO;12890732;12890638;94;300;03/07/2025 08:00;7;6;24;1819;2283;null;51;476887;476887;0
12/02/2025;0002926;27;94;0;ERRO;null;null;null;300;03/07/2025 08:00;7;6;24;1819;2280;null;51;1342657;1342657;0
13/02/2025;0063002;21;173;101;ERRO;20290193;20290092;101;600;03/07/2025 08:00;3;2;9;null;1522;FIM-9883;null;754503;754304;199
13/02/2025;0063008;21;260;182;ERRO;20290076;20289894;182;600;03/07/2025 08:00;3;2;9;2676;1528;FLW-9117;60;748501;748202;299
13/02/2025;0064318;21;84;0;ERRO;null;null;null;600;03/07/2025 07:59;109;10;43;2751;2038;FNY-8823;112;398398;398273;125
13/02/2025;0063479;21;128;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2751;2436;GBU-1H03;112;277818;277627;191
13/02/2025;0063102;21;212;140;ERRO;29249260;29249120;140;500;03/07/2025 08:00;1;1;31;null;2719;SVB-5A91;null;74825;74539;286
14/02/2025;0006301;21;221;0;ERRO;null;null;null;275;03/07/2025 08:00;3;2;8;4114;974;EZL-0212;81;228393;228393;0
14/02/2025;0063036;21;314;221;ERRO;29254843;29254623;221;600;03/07/2025 08:00;1;1;31;null;1588;FQS-7282;null;754140;753839;301
14/02/2025;0063201;21;158;92;ERRO;29258882;29258789;92;500;03/07/2025 08:00;1;1;31;null;1374;GER-0965;null;496986;496795;191
14/02/2025;0063013;21;66;27;ERRO;10583332;10583305;27;600;03/07/2025 08:00;1;1;51;null;1533;FDG-4755;null;759917;759917;0
14/02/2025;0063054;21;356;288;ERRO;29253178;29252890;288;600;03/07/2025 08:00;1;1;31;4114;1630;GBN-7330;81;724057;723715;342
14/02/2025;0064124;21;170;0;ERRO;null;null;null;300;03/07/2025 07:59;109;10;36;2456;1701;GIF-1627;58;554496;554250;246
14/02/2025;0063067;21;210;166;ERRO;20300381;20300215;166;600;03/07/2025 08:00;3;2;9;null;1874;FFN-3755;null;637684;637443;241
14/02/2025;0063342;27;200;0;ERRO;null;null;null;600;03/07/2025 08:00;110;4;63;4124;2069;GKE-4244;110;461026;460773;253
14/02/2025;0064318;21;122;0;ERRO;null;null;null;600;03/07/2025 07:59;109;10;36;2456;2038;FNY-8823;58;398657;398398;259
14/02/2025;0063478;21;140;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2456;2435;ELI-4B52;58;293434;293213;221
14/02/2025;0064481;21;165;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;43;2456;2438;EXN-8J03;58;267375;267177;198
14/02/2025;0006303;21;375;0;ERRO;null;null;null;600;03/07/2025 08:00;3;2;8;4114;2448;GED-6G65;81;116549;115961;588
14/02/2025;0064439;21;143;0;ERRO;null;null;null;600;03/07/2025 07:59;109;10;36;2456;2297;GFV-6582;58;114744;114521;223
14/02/2025;0064439;21;143;0;ERRO;null;null;null;600;03/07/2025 07:59;109;10;36;2456;2297;GFV-6582;58;114744;114744;0
14/02/2025;0064624;21;120;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;36;2456;2463;FRO-0012;58;235095;234944;151
14/02/2025;0064615;21;160;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;36;2456;2454;FMY-6B14;58;264794;264580;214
14/02/2025;0064621;21;170;0;ERRO;null;null;null;500;03/07/2025 07:59;109;10;36;2456;2460;ELG-3G23;58;338260;338018;242
14/02/2025;0063638;21;123;71;ERRO;13820462;13820391;71;500;03/07/2025 07:59;2;3;28;null;2477;FRO-0026;null;281905;281721;184
15/02/2025;0063036;21;320;269;ERRO;29268180;29267910;269;600;03/07/2025 08:00;1;1;31;null;1588;FQS-7282;null;754730;754423;307
15/02/2025;0063042;21;181;107;ERRO;25416093;25415986;107;600;03/07/2025 08:00;3;2;8;null;1598;FCL-7678;null;769571;769397;174
15/02/2025;0063049;21;124;53;ERRO;29270188;29270135;53;600;03/07/2025 08:00;1;1;31;null;1554;FRE-5174;null;724210;724210;0
15/02/2025;0063311;21;103;71;ERRO;29266958;29266887;71;600;03/07/2025 08:00;1;1;31;null;1751;GJF-7817;null;561260;561155;105
15/02/2025;0063071;21;235;184;ERRO;25413697;25413514;184;600;03/07/2025 08:00;3;2;8;null;1878;EFW-0084;null;599118;598869;249
15/02/2025;0002903;27;0;0;ERRO;18548975;18548975;0;300;03/07/2025 07:59;5;5;14;null;2188;null;null;294693;294587;106
15/02/2025;0064615;21;93;66;ERRO;30127291;30127224;66;500;03/07/2025 07:59;109;10;43;null;2454;FMY-6B14;null;264928;264794;134
15/02/2025;0064463;21;146;105;ERRO;30126550;30126445;105;500;03/07/2025 07:59;109;10;43;null;2420;GJL-9C77;null;303429;303267;162
15/02/2025;0063541;21;235;141;ERRO;26465421;26465280;141;500;03/07/2025 08:00;1;1;1;null;2742;SUR-1D94;null;78755;78438;317
15/02/2025;0064301;21;0;192;ERRO;25417006;25416815;192;400;03/07/2025 08:00;3;2;8;2676;2594;null;60;228493;123894;104599
16/02/2025;0063015;21;162;76;ERRO;29274449;29274373;76;600;03/07/2025 08:00;1;1;31;null;1535;FOR-6115;null;613881;613628;253
16/02/2025;0063022;21;130;84;ERRO;25421004;25420920;84;600;03/07/2025 08:00;3;2;8;null;1542;FXR-2336;null;773138;773138;0
